label	source	similarity	txt1	txt2
1	pb	0.583591167425905	Muita juttuja mitä pitäisi tehdä, on muuttoilmoitus, jota jo yritin, mutta sivusto ei antanut tehdä sitä vielä, bussikortin ja kirjastokortin hankkiminen, tietokoneen hommaus, joidenkin tavaroiden ostaminen asuntoon, pakkaaminen ja vanhojen tavaroiden lajittelu ja kai sitä vielä muutakin löytyy..	Siis periaatteessahan ongelma olisi helppo ratkaista, kiitos vain neuvoista jotka tavallaan tiedostan itsekin, mutta kun joskus se minuutinkin repiminen välipalaan on niin hankalaa, etenkin jos ei halua tehdä selontekoa siitä, mikä se hassun värinen pirtelö on, jota juon.
3	opus	0.811562104257502	Muita kiinnostavia tuloksia	Muita kiinnostavia ehdotuksia
3	pb	0.500092412449174	Muita menetelmiä voivat olla yksilö- ja ryhmätyöt, yhteistoiminnallinen oppiminen, luennot, projektioppiminen, sähköinen portfolio, oppimispäiväkirja ja työssäoppiminen, jota sisältyy vähintään 6 osaamispistettä tähän tutkinnon osaan.	Opetusmuotoina ovat lähiopetus, verkko-oppimistehtävät (Moodle -oppimisympäristö), projektit ja työssäoppiminen aidossa työympäristössä.
1	pb	0.315947048903351	Muita vaihtoehtoja ovat luolat Han ja sijaitsevan avaruuskeskuksen Transinne Euro Space Center.	vielä rakentamista vaiheessa Dnepr (raketti) . kehittämään tehtaita Flight avaruuskilpa Falcon 9 vaiheena Machines 1961 GSLV .
1	pb	0.295440024734363	Muitten silmissähän tämä oli tietty yhtä showta, mutta Sirius ja James tiesivät totuuden.	Ironista tässä olikin se, että Harry oli koko ajan teeskennellyt tunteensa, joten Draco oli rakastunut valhekuvaan.
2	pb	0.427142872034365	Mukaan American Raskaus Association , missä tahansa 10-25 prosenttia kliinisesti tunnustettu raskauksista päättyy spontaani keskenmeno .	Mukaan American Association of Naistenklinikka, yli 20% äideistä-to-be aiheuta ennen luonnollista synnytystä.
3	pb	0.768724501539687	Mukaan säämukainen kumisaappaat, varustus ja kiikarit jos omistat.	Mukaan säämukainen vaatetus, omat eväät ja kiikarit, jos omistat.
1	pb	0.133526452598724	Mukaan tieteellinen tutkimus, hamppu jauhoja, jauhoja hampunsiementen, hyvä sydänpotilaiden.	Kutenbonus , maapähkinävoita on runsaasti proteiinia .
3	pb	0.849300580130401	Mukana on myös aarteita yksityiskokoelmista.	Mukana on myös ikoneita useista yksityiskokoelmista.
4	pb	0.903584106498598	Mukava että tykkäsit...	Mukava että tykkäsit.
2	opus	0.797101449275362	Mukava nähdä sinua, Ellie.	Mukava nähdä sinua, Bella.
2	pb	0.502774258377672	Mulla ei ole tarjota mitään taikakeinoa, mutta voin kertoa miten teen...	En osaa mitään ratkaisumallia ikävä kyllä antaa, mutta kerronpa nyt kuitenkin miten meillä asia menee...
1	pb	0.362869607494552	Mulla ei ole tarvetta 'saada', mutta voin kyllä 'antaa'. ;)	Kiitos, eli tuota ''on tietenkin väärin pakottaa muut olemaan uhraamatta'' lausetta hainkin.
4>	pb	0.882031839537727	mulla ei olisi mitään. ikinä.	Ei mulla olisi mitään.
1	pb	0.345743307734168	Mulla ei omat sokeriarvot heilahtaneet mihinkään suuntaa, vauva oli kaksi viikkoa yliaikainen ja kokoajan mulle hoettiin, että kolmisen kiloa on vauvan koko.	Miulla on raskauden alusta paino tilanteessa -3,5 kg, joten vähän huolestutti onko sikiö kasvanut tarpeeksi.
1	pb	0.419776443268516	Mullakin oli postit aina keittiön pöydän kulmalla ja aina ne siinä mua ärsytti.	Ja muutenki mun siskolla oli tommonen läppäri, vaikka se piti sitä aina pöydällä eikä mitenkään sängyillä.. peittojen päällä yms.
3	pb	0.299963083738247	Mullakin syyhyää pää ideoita kaikista kivoista sormusversioista.	Pää tulvii ideoita ja hinku on kova monia niitä toteuttamaan.
4s	pb	0.754247233265651	Mulla kävisi varmaan samoin.	Mulle kävisi samoin.
1	pb	0.540640675290075	Mulla myös polkajamit suunnitteilla keitttiön seinälle, ei ole vielä edennyt sen enempää kun että olen ne ostanut (jo yli vuosi sitten...)Muksaa lauantaita!ReplyDeleteRepliesKaisa14 October 2012 at 14:42Joo, tuo oli kyllä karmiva vertaus, mutta todellinen tässä tapauksessa.	Mitähän tuoki luulee saavuttavansa tuolla...ReplyDeleteMinnaDecember 6, 2012 at 9:54 PMLilyelle: Ystävänikin kysyi, että ilmiannanko Facebookille, mutta itse ajattelin ensin kehoittaa ylläpitäjää huomioimaan kuvien omistajia ja jos ei auta, niin sitten ilmoitus Facebookille olisi kyllä paikallaan.asetonihuuruja: Joo, tuollaisista aina välillä kuulee. :(
2	pb	0.613813414859045	Mulla ollut käytössä jo reilun vuoden verran tämä Nokian 7270 läppäpuhelin.	Mulla on ollut nyt vuoden tämä S3puhelin.
1	pb	0.57665568238073	Mulla on myös ollut verhokuume päällä ja pitkään.	Mulla on saumuri ollut pitkään ja vihasuhde siihen myös.
4	opus	0.865526397460216	Mulla on neljä lasta.	Minulla on neljä lasta.
2	pb	0.505911411489505	"Mulla on pahoinvoinnin suhteen olleet kaikki raskaudet erilaisia, vaikka poikia on kaikki; ensimmäisestä ei juuri yhtään, toisesta "" vaan ekat 9 kk"" , kolmosesta silloin tällöin."	Niin ja siis mulla on kolme lasta, kaikki raskaudet alkaneet melkein ekasta yrityskierrosta ja nyt nelosella ollut lupa tulla jo reilun vuoden.
3	pb	0.719012037206935	Mulla on puhelimessa lista siitä, mitä kaikkea pitää tehdä.	Minulla on viikonlopulle pitkä lista mitä kaikkea pitää tehdä.
3	pb	0.79757903402837	Mulla on tiedossa ihan A-luokan viikonloppu.	Mulla on tiedossa ihan vapaa viikonloppu:
2	pb	0.633205331386528	Mulla on tosissaan tuossa alle viikon päästä se kampaaja, oon ihan innoissani!	Huomenna mulla on viiihdoin se kampaaja ja oon niin innoissani!
4	pb	0.803080198404908	Mulla on täysin sama ongelma!	Minulla on sama ongelma!
2	pb	0.551479974888825	Mulle on toiminut tosi kivasti toi tyyli.	Toi toimii mun mielestä ainakin tosi hyvin.
2	opus	0.186052101883813	Mullerin kanssa on joku.	Isi on tuolla.
1	pb	0.466383625557667	Mulle se on vaan jotenkin aina ollut se tavallinen tapa, ja yhtäkkiä saan oppia, ettei sitä ilmeisesti ihmiset - nimenomaan ne harrastuneet koiraihmiset - sitten kuitenkaan kovin yleisesti tee.	Mutta jos nyt puhutaan ihan sillä tavalla tasapainoisista ihmisistä ja parisuhteista, joissa ei ole tällaista alistavaa käyttäytymistä, niin yllättävän vaikeaa se lähteminen tuntuu olevan niistäkin.
2	pb	0.653335673774013	Multa ei myöskään ole otettu kertaakaan sf mittaa, ja nyt on menossa viikko 21. Tai ekassa ultrassa sanottiin, että mittaa oli sikiöllä 47mm, onko se sitten sama kuin tuo sf mitta?	oliviaa mulla ei ole nyt tässä raskaudessa vielä otettu sf-mittaa, mutta kun kurkin esikoisen aikaisia mittoja niin rv 22+0 Sf mitta oli 22cm. Rv 27+ sf 23cm ja parhaimmillaan se oli 36cm Mutta se voi heittää tosi paljon jos mittaaja on aina eri...Ei kannata huolestua
1	opus	0.0742269619025206	Mummopilvi istuu internetissä.	Kirjastopäivä. Valmentaja on poikien kanssa.
4>	opus	0.66496876808787	Mummun lahja tuli tänään.	Se tuli tänään.
1	pb	0.148924261272207	Mun 1-vuotiaalle riittää toistaiseksi muutama mekko.	Ja paita mahtuu vielä hetken ajan keskimmäiselle.
2	opus	0.836501912571304	Munat ovat liian arvokkaita.	Kirjat ovat liian arvokkaita.
3	pb	0.648649304898973	mun ihana perhe	Ja se yhteiselo – mun ihana perhe!
4>	pb	0.553408838936192	Munksjöllä on yksi osakesarja.	Yhtiöllä on yksi osakelaji.
1	pb	0.377361177376438	Mun lompakko taitaa toivoa etten keksi sellaista työtä itselleni.	Itse en vaan toivo isänmaalle samanlaista Ukrainan kohtaloa.
2	pb	0.494430400493345	Mun ruotsin ope on perseestä.	Meijän luokka on perseestä ).
1	pb	0.290928682725856	Mun tikit lähtee huomenna päästä!	Meil on onneks seuraavat eessä vasta puolen vuoden päästä!
1	pb	0.274613407558631	Mun täytyy olla jotenkin ihan erityisen hurmaava ihminen, koska	Itseä on vain ihan älyttömän vaikea kuvata!
1	opus	0.0816345419845078	Muodikas korvike uskolle.	Vartalo on vain kuorrute.
1	opus	0.0444749589996661	Murhaaja filmaa tyttöjä.	Mies pelottelee lapsia.
1	opus	0.442817287201364	Murhaaja on ehkä odottanut sitä. Mutta se ei ole varmaa.	Teoriassa kyllä, mutta se ei ole luultavaa.
1	opus	0.19727660853344	Murhasit minut, jotta voit yksin valita ristin paikan.	Tulin tänne antaakseni sinulle viimeisen mahdollisuuden, pelastaa veljesi henki.
1	pb	0.408103666869387	Murheen päivä, niin kuin äiti aina sanoo”	"Vähän niin kuin Antti Tuisku ja Sannikin laulaa, ""Jokainen yö vie aamuun..."" niin, vaikeista ajoista selvitään."
4>	pb	0.94004177440659	Mursley on pieni kylä ja myös kansalaisyhteiskunnan seurakunnan sisällä Aylesbury Vale alueella Buckinghamshire, Englanti.	On kylä ja kansalaisyhteiskunnan seurakunnan sisällä Aylesbury Vale alueella Buckinghamshire, Englanti.
3	opus	0.169588990368773	Murtoja sekä varastetun tavaran kauppaa.	Varkauksia, hallussapitoa ja välitystä.
1	opus	0.288539104384448	Murtomies saattaisi lipsahtaa aseelliseen ryöstöön.	Linnoitukseen murtautuminen vaatii hienovaraisuutta.
2	opus	0.665517382062085	Museoita Tampereen seudullasuomi _ englanti	Tampereen historiaasuomi _ englanti
1	pb	0.350035608727074	Museo oppimisen ympäristönä aikuisille Kristiina Kumpulainen, Lasse Lipponen ja Leena Krokfors Opettajankoulutuslaitos, Helsingin yliopisto Professori Kristiina	Kirsti Haanperä ja Timo Tuhkunen, JAMK, AOKK, Ammatillinen erityisopettajankoulutus
4<	opus	0.852156283437477	Musiikkia Maurice Maeterlinckin samannimiseen näytelmään (ruotsiksi kääntänyt Bertel Gripenberg); alkusoitto kuhunkin viiteen näytökseen ja viisi muuta numeroa.	Musiikkia Maurice Maeterlinckin samannimiseen näytelmään (ruotsiksi kääntänyt Bertel Gripenberg); alkusoitto kuhunkin viiteen näytökseen ja viisi muuta numeroa. Valmistui 1905; ensiesitys Helsingissä Ruotsalaisessa teatterissa 17.3.1905 (johtajana Jean Sibelius).
2	pb	0.290186901000721	Musiikkia päivään Pohjois-Kymen musiikkiopiston oppilaat ystävineen pitävät Kevyesti keskellä päivää -konsertin.	Kuvat: Minna Blom ja Marjatta Kurvinen Filmikellarin helmiä -musiikkia elämästä ja elokuvista- 9.3.2014 Ahvion soittokunta konsertoi Kouvolan kaupungin järjestämässä Talvivalkeat -kulttuuritapahtumassa teemalla elämää ja elokuvia.
1	opus	0.160002612308873	Musiikki iski suoraan päin naamaa yläoikealta kuin Mike Tyson.	Se näytti aivan äiti Teresalta.
1	pb	0.0908340524390949	Musiikkina joko tämä (Seventh Wonder - Pieces)	Land Of The Light (esittäjänä Neonfly )
4>	pb	0.967864704886904	Musiikkiopistotason opintojen tavoitteena on, että oppilas kehittää edelleen musiikin perustasolla saavutettuja taitoja ja tietoja niin, että hän saa valmiudet musiikkiharrastuksen itsenäiseen jatkamiseen tai ammattiopintoihin, ja että oppilas laajentaa musiikin ja sen eri tyylien tuntemustaan sekä syventää kykyään luovaan ilmaisuun musiikin keinoin.	Opintojen tavoitteena on kehittää edelleen musiikin perustasolla saavutettuja taitoja ja tietoja niin, että oppilas saa valmiudet musiikkiharrastuksen itsenäiseen jatkamiseen tai ammattiopintoihin sekä laajentaa musiikin ja sen eri tyylien tuntemusta sekä syventää kykyä luovaan ilmaisuun musiikin keinoin.
2	pb	0.219502881184238	Musiikki resonoi sisällä ja lämmittää sydäntä.	Musiikki kuljettaa ajatukset arjen yläpuolelle, rytmi tuntuu koko kehossa.
1	pb	0.212891281190568	MUSIIKKITYÖ Tavoitteet Musiikkityön ensisijainen tavoite on evankeliumin julistaminen musiikin keinoin.	TUKIASUNTOYHTEISÖTOIMINTA Kalliolan Nuoret ry:n toiminta perustuu yhteisöllisyyden edistämiselle.
4>	pb	0.889398668053794	Musiikkivideokilpailuun voivat osallistua suomalaisten tekijöiden suomalaisille artisteille ja yhtyeille ohjaamat musiikkivideot, joita ei ole aiemmin esitetty Oulun Musiikkivideofestivaaleilla.	Kilpailuun voivat vuosittain osallistua suomalaisten tekijöiden suomalaiselle artisteille tai yhtyeille ohjaamat musiikkivideot, joita ei ole aiemmin esitetty festivaaleilla.
2	opus	0.238049262831071	Muslimien ja kroaattien liittovaltio voisi olla esimerkkinä.	Aivan kuten Albania sekä Bosnia ja Hertsegovina, Moldovan tasavalta on tehnyt viime vuonna erinomaista työtä saavuttaakseen viisumivapauden.
4	pb	0.702246883176784	Musliminainenhan ei saa olla naimisissa muun kuin muslimin kanssa.	Musliminaisen ei ole lupa avioitua ei- muslimin kanssa.
1	pb	0.229985350399754	Muslimit näyttäytyvät edelleen yhtenä joukkona, josta huonosti käyttäytyvät leimaavat toiminnallaan kaikki muutkin.	Suvaitsevaiset tuntuvat haluavan nähdä pakolaiset synneistä puhdistettuna monoliittinä, mitä he eivät ole.
2	opus	0.913275992233146	Musta / Afrikkalaisten jälkeläinen Minä olen nainen, 32 vuotias, etsii miestä Ikä alkaen 20 - 40	Musta / Afrikkalaisten jälkeläinen Minä olen mies, 41 vuotias, etsii naista Ikä alkaen 20 - 35
4>i	opus	0.711428876568422	Mustaat tämän sivun, - painat paperiin ja siitä tulee osa kartasta.	Mustaat sen sivun, ja siitä tulee kartanosa.
2	pb	0.404651319111256	Musta lasta kuljetetaan sillä tavalla mikä on vanhemmille helpoin.	Näin se on lapsille helpointa.
3	opus	0.188561808316413	Musta mies ja jokin kalju kaveri.	Joku laiha valkoinen tyyppi.
1	pb	0.461934885437156	Musta molo on oikeuden miekka!	Punainen on oikeuden väri!
2	pb	0.373498313108226	Musta on kiva kuunnella ja katsella mitä muut kuuntelee, saatte siis kärsiä munkin musamausta!	Vähän ehkä ärsyttää, kun tossa on niin paljon naislaulajien kappaleita, fanitan miehiä ennenmmin, mut niitä on sit kans kivaa laulaa, kun saa laulaa korkealta.
1	pb	0.612061641539784	Mustarastas muistuttaa kottaraista paljon mutta laulaa kauniimmin.	Väritykseltään kulorastas muistuttaa laulurastasta, laulu tuo puolestaan mieleen mustarastaan.
3	pb	0.743563703903781	musta saksanpähkinä puu ( Juglans nigra ) on kotoisin Pohjois-Amerikasta ja on yleisesti kasvanut varjossa , sahatavara ja pähkinät .	musta saksanpähkinä puu ( Juglans nigra ) onlehtipuu puu kotoisin Pohjois-Amerikasta .
3	pb	0.430861659234277	Mustat roiskeet ovat jollain vanhalla Rimmel in lakalla.	Se on tehty Rimmelin Black Out-lakalla.
2	pb	0.326808502747946	Mustavalkoinen muotikatsaus ei kuvan laadultaan ole nyt paras mahdollinen, mutta siluetit ainakin näkee.	Kolmas kuva on sumea kukkameri, ja kuva ei ole niin terävä kuin toivoa voi, mutta iloisena väriläiskänä riittää minulle.
2	pb	0.36975028098607	Mustista farkuista oli vielä kaikkia kokoja saatavilla ja sinisistä muutamia.	Meiltä löytyy niitä paljon eri värisinä ja levyisinä housuista sekä bodyista.
1	pb	0.254012860410494	Mut joo, alan pikkuhiljaa vaipumaan epätoivoon koko ylppäriasun kanssa.	Alan kyllä kallistuu siihen suuntaan, et mitään ei tapahu ennen ku lopetan imetyksen.
3	pb	0.752005137667883	Mut, kärsivällisyyttä kehiin, kyllä se siitä.	Tsemppiä ja kärsivällisyyttä, kyllä se siitä.
4s	pb	0.748845264904059	Mut oi, ihanaa kun joulu tulee!	Ihanaa kun tulee joulu!!
4>	pb	0.814736508648201	Mut silti se tuntuu kurjalta.	Mut tuntuu se silti kamalalta.
1	pb	0.39682491215286	Mutta 1.0 on sen verran valmiimman oloinen versionumero, että eihän TkKissFM:stä sellaiseen ollut, hyvänen aika!	Toistaiseksi on vain kehittäjien sanat jotka ovat puhuneet ulkomuistista jostain 20%+ erosta ja siitä että prossun merkitys katoaa aika tehokkaasti, ja 8-ytiminen FX prossu voitiin alikellottaa 2 GHz:iin ilman että siitä tuli pullonkaulaa R9 290X:lle
1	pb	0.130945700219731	"mutta by joulukuuta George of Utility"", jonka ."	Dulles, kanssa Britannian Jackson Shrewsbury: Taylor 1. .
1	opus	0.0875935743710676	Mutta Cloris Leachman nyt?	Vai rankaisija Maddoxin?
2	pb	0.0330951696160748	Mutta Donald… Grace nyyhkytti.	John! Joanna parkui hysteerisenä.
4	pb	0.89782383630593	mutta ehkä joskus seuraavassa elämässä.	Tai ehkä joskus seuraavassa elämässä.
3	pb	0.238415824271708	Mutta eiks se ookkin pienempi paha? ;)	Eikös se oo hyvä asia ? ”
1	pb	0.168218691879138	Mutta ei pornoa,sitä ei tällaisen lehden sivuilta haluaisi löytää!	Oikeasti, eihän Suomessa nyt osteta mitään ystävänpäivälahjoja!
3	pb	0.19289676266678	Mutta ei, sellainen huomio on varattu lähes kokonaisella...	Ihmisten kiinnostus osoittaa kuitenkin jotain muuta.
2	pb	0.839290650959219	Mutta ei tarkoittaa että olet liitetty ja etumaksu varat joka ikinen internet kasino sivuston olet kompastua on?	Mutta ei tarkoittaa että olet lainat ja tallettaa varat joka ikinen Web Casino sivusto olet kompastua on?
1	opus	0.221916761978561	Mutta ei tunnusta, vain numeroyhdistelmä.	Ei, vain epämääräinen lupaus.
4<s	pb	0.667174603248289	Mutta ei tästä välttämättä viitsisi maksaa.	Ei tästä viitsi paljoa maksaa.
1	pb	0.127921592742223	Mutta ei.. Ylpeillään kurjuuttamisella.	Vaaditaan toisten omaa, nöyryytetään valtaväestöä.....
3	pb	0.557397627056305	Mutta en kyllä juuri nyt suunnittele yhtään mitään kirjoittamista.	En ole silti tehnyt juuri mitään suunnitelmia.
1	opus	0.426490660699851	Mutta ennen kuin seisomme saman taivaan alla, siitä ei ole todisteita.	Palloon ei kosketa ennen kuin keksimme mikä se on.
3	pb	0.785825277985741	Mutta en tiedä onko	Ja en tiedä onko
1	pb	0.0953676682116652	Mutta entä kahvinjämät, mehunjämät?	Ensin toki ne jogurttipurkit ja salaatit sun muut särkyvät tai litistyvät tuotteet.
1	opus	0.316227766016838	Mutta en voi mitään. Äitisi teki minut onnettomaksi pitkään.	Pidän siitä. Yhtenä iltana hän kysyi katuisinko mitään tekemätöntä, - jos kuolisin sinne varastoon.
2	opus	0.160278579534647	Mutta eräänä iltana keväällä 1968 - maailma lopulta tunkeutui valkokankaan läpi.	Viimein heinäkuussa 1943 tämä painostus vaikutti minuun henkilökohtaisesti.
2	opus	0.551245910526377	Mutta et jää.	Sitten et jää.
4>	pb	0.670163014363833	Mutta ettehän et voi, ette te kykene siihen.	Mut ei, ettehän te voi.
4	opus	0.870874812512166	Mutta ette löydä häntä.	Ette löydä häntä.
1	pb	0.218255686701199	Mutta harvemmin ostettavissa voi sitten hiukan panostaa, ainakin välillä ;-)	Toki taktikointivaihtoehtoja saa ajanvietteenä silti miettiä, jos haluaa. :-)
3	opus	0.833333333333334	Mutta hän ei pyydä.	Muuta hän ei pyydä.
2	pb	0.561933893251764	Mutta hän haluaisi niin kovasti nyt jo nähdä.	Hän olisi niin kovasti halunnut takaisin pojan luokse.
2	opus	0.465688798198469	Mutta hän on anoppini! Ja miksei rouva Interligator?	Mutta hän on vaimoni!
3	pb	0.764230448630121	Mutta ikinä huokaista helpotuksesta liian aikaisin.	Toivottavasti ei huokaistu helpotuksesta liian aikaisin.
2	pb	0.394861944100347	Mutta itselläni ei ole yhtään sellaista varsinaista yhden yön juttuja eli sellaista, joka olisi johtanut seksiin saakka ja hyvä niin.	"Siis olettaen, että kyseessä on ns. ""vahinkopano"" eikä sen takana ole mitään tunteita vaan pelkkää seksiä ja sitä on tapahtunut kerran."
1	opus	0.122222222222222	Mutta Jimmy Flahertyllä on ase.	Ja Holly Golightlylla oli tiara.
1	pb	0.0836992122350224	Mutta jonkun yksittäisen kielen arvo kyllä on.	"Ihmisyys itsessään ei ole valtiolle status."""
4	pb	0.785186801434873	Mutta jos ei löydy niin no worries!	Jos ei löydy, niin no worries.
1	opus	0.396271314616941	Mutta jos tiedät, että hän on järkevä, hän kenties suhtautuu myötämielisesti.	On ymmärrettävää, että jos hän on ollut uskoton äidillesi, niin hän tuskin puhuu siitä sinulle.
1	opus	0.388093374051202	Mutta jos todella haluatte, Vicky alkaa pian laittaa ruokaa.	Alan jo kuolata. Jos toivotte kohokasta jälkiruuaksi, se kannattaa tilata jo nyt.
1	opus	0.233943860209516	Mutta jos tulette takaisin, tongitte päivänkakkaroita!	Äiti haluaa että menette syöttämään kanoja!
1	pb	0.512336685621595	Mutta jotenkin jäi viime kaudesta - varmaan muillakin kuin minulla - sellainen vaikutelma, että Pilen kone käynnistyy hitaasti.	Jotenkin tuntui olevan vaisu kesä tikkujäätelöuutuuksien suhteen, tai ainakin sellainen kuva minulle syntyi.
2	pb	0.508949753909721	Mutta jotta tämä rajan ylitys tapahtuisi mieluummin myöhemmin kuin ennemmin, nämä pienet, vähillä ponnistuksilla saavutettavissa olevat elämän muutokset kannattaa tehdä, alkaen jo tänään.	Mutta voisiko psyykkisen ja fyysisen terveyden kohentamisessa olla kyse sittenkin aivan pienistä teoista sellaisista, jotka tarjoavat välittömän onnistumisen tunteen ja vaikuttavat pikku hiljaa myös pysyvämpiin muutoksiin?
1	opus	0.499489857305512	Mutta katsomme myös -ja tätä tahdomme erityisesti korostaa - että tätä menettelyä ei voida vääristää muutta malla se pelkästään menojen supistamiseksi tarkoitetuksi mekanismiksi.	Tyytyväisiä olemme sen vuoksi, että yhteistä ulko- ja turvallisuuspolitiikkaa koskevaa toimielinten välistä sopimusta ollaan jo nyt toteuttamassa, mikä on hyvä asia, sillä se osoittaa, että sopimukseen liittyvät menot luokitellaan vapaaehtoisiksi, tavanomaisiksi menoiksi.
1	opus	0.56613516613893	Mutta katson, onko hänellä viivakoodia.	Katsotaan, onko hänellä kasvoja.
1	opus	0.178799634963038	Mutta katso, Watson, tikkaat,	Niin, Kurt, kuuntele,
2	opus	0.347907371503355	Mutta ketkä näillä tiloilla tekisivät työn?	Kenelle nämä opetuslapset tekivät työtä?
4>	pb	0.652377791286284	Mutta koskaan ei voinut olla varma, jos Lilyltä kysyttiin.	Silti ei voinut olla koskaan varma.
1	pb	0.508115949544804	Mutta koska olen sinisilmäinen (kuvaannollisesti), haluan uskoa että tämä on totta.	Toisaalta se, että haluan kertoa lapsille jumalasta, tuntuisi puhuvan sen puolesta, että ehkä minä oikeasti uskon, mutta en pysty myöntämään sitä itselleni.
1	opus	0.268504850007826	Mutta koska se tulostaa sen ryhmän alatunniste osassa, se toimii ryhmänä subtotaalinen, ei käynnissä yhteensä.	Tärkeä testi siinä tilanteessa on, että pystytkö siirtymään KDL:ään pikanäppäimellä ALT SysReq D ( SysReq on sama kuin PRINT useimmissa näppäimistöissä).
2	pb	0.656182954720197	Mutta koska tässä vaiheessa siis kosmologiset ja teleologiset argumentit ovat pakottaneet meidät postuloimaan maailmankaikkeuden ulkopuolella olevan persoonan olemassaolon, niin esimerkiksi naturalismi on jo poissa pelistä, vaikka se olisikin ontologisesti yksinkertaisempi hypoteesi.	"Tuossa komplementaarisuusperiaatteessa oli olennaista muodollisen logiikan ontologinen uudelleentulkinta siten, että luonnolla ei ole mitään ""velvollisuutta"" lutviutua ihmisen keksimän kaksipäisen logiikan ontologiseen taustaolettamukseen, että kaikki todelliset ilmiöt luonnossa olisivat jaoteltavissa sellaisiksi ""alkeisominaisuuksiksi"", jotka jossakin kohteessa aina joko täydellisesti ovat tai niitä ei ole lainkaan."
2	opus	0.671295864830209	Mutta kukaan ei tiedä minne.	Kukaan ei tiedä kuka.
2	pb	0.678028946130953	Mutta kuka sellaista rahoittaisi?	Mutta kuka mainostaisi?
3	opus	0.395659699812897	Mutta kumpikin sopii omaan kulttuuriinsa ja täyttää tarkoituksensa.	Hän osaa sovittaa sanansa ja käyttäytymisensä.
4<	pb	0.715558598501038	Mutta kun asiat voivat mennä pieleen niin ne menevät.	Jos asiat voivat mennä pieleen, ne todennäköisesti menevät.
1	pb	0.506190090023565	Mutta kun esimerkiksi vammaispalvelulaki lähtee juuri siitä, että vammaiselle tarkoitetut palvelut voisivat edes hiukan auttaa elämässä tavalliseen elämänotteeseen.	Taustalla on ajatus, että sosiaalinen kuntoutus ei voi olla vain erityispalvelua, vaan sen pitäisi myös mahdollistaa, että esimerkiksi liikunta, kulttuuri ja kurssit olisivat kaikille helpommin saatavilla.
1	pb	0.513352536330951	Mutta kun joskus on ihan fiksua että sitä viho-viimeistä kappaletta tenttikirjaa X ei anneta kellekään kotiin, niin että sitä edes se yksi kappale on jossain kirjastossa aina paikalla.	Esimerkiksi leffakirjoitusopas on sitä mieltä, että nämä kolme osaa pitää olla aina ja yksikään ei saa olla turha.
1	pb	0.514168987687083	Mutta kun samoilta naisilta kysyttiin, olisiko pahispoika hyvä isä, jos lapsia saataisiin heidän itsensä kanssa, naiset uskoivat taas lujasti, että tässä tapauksessa seksikkäästä rentusta tulisi loistava isä!	Myöhemmin hän saisi joko nauttia samanlaisiltsta räkänokka pojista kuin hän itse tai sitten miehet olivat niin iäkkäitä, että näillä oli jo toinen jalka haudassa!
2	opus	0.550117922001312	Mutta kuten mainokset osoittavat ja kroonisesti sairaat tupakoijat voivat todistaa, ainoa takuu on se, että ” tupakoiminen on vaaraksi terveydellesi ”.	Aivan. Tupakoiminen tappaa kuusi miljoonaa ihmistä vuodessa - mutta tupakoitsijat uskovat, että niin tapahtuu muille.
4	pb	0.845471623967915	Mutta kyllä se vaan niin on että esim.	Se vaan on niin että esim.
3	pb	0.463352576719986	Mutta kyllä täällä yleensä saa omia hermojaan rauhoiteltua, kun kuulee, että muilla on ihan samoja ongelmia.	Toki kaikki olemme yksilöitä ja kaikkien kroppa toimii vähän omalla tavallaan, mutta kiva jakaa näitä asioita täällä ja huomata usein, että on ihan normaalia joku juttu, josta on ollut huolissaan.
2	pb	0.451269817446611	Mutta lisää aiheesta laitan tässä matkan varrella blogiini.	Valmistelu jatkuu ja kirjoitan aiheesta lisää, kun uutta kerrottavaa tulee.
4>	pb	0.61343279341202	Mutta lohduttaako - jos ei lähde, ei voi tulla uudestaan.	Jos ei koskaan lähde, ei voi tulla takaisin.
4	pb	0.662912607362389	Mutta maunsa kullakin.	Vaikka makunsa kullakin.
1	pb	0.123299240479018	Mutta meidän suoraan linkin hankkeiden tilit.	Mahdollisille päällä nämä play tilisi näin.
1	opus	0.416433178707315	Mutta menehtyneelle kollegallesi, Joe Newellille ehkä oli.	Soitin hyvälle ystävälleni, pelätylle asianajajalle Sidney Korshakille.
1	opus	0.404150045576715	"""Mutta mietit: """"Ehkä merkkeihin on syy, ja olen pelkuri, ellen välitä niistä?"""" """	""" Kun olin kosiskelu, sitoumus, ja lyhyt avioliitto, Olen pyytänyt kerta toisensa kysymyksiin, """"Miksi mennä naimisiin niin nuori? Mikä kiire?"""", ja oma suosikkini, """"Olisit odottanut ja nauttinut elämäsi!"""""""
3	opus	0.636878351875552	Mutta milloin ja miten tämä tapahtuu?	Milloin ja miten tämä kaikki alkoi?
2	opus	0.40978309362789	Mutta miten kansa reagoisi, jos korkeavirkainen rikospoliisi olisi lastentappaja?	Lauhtuisiko vihanne, jos poliisi luovuttaisi siepparin?
1	pb	0.345118385125831	Mutta miten ois ne hännänkatkomiset ?	Miten lie ne telkkarin nettipalvelut - oisko sulle iloa niistä?
3	pb	0.687448302019436	Mutta miten se toinen sitten olisi vastuussa?	Mutta miten se sitten tapahtuisi?
3	pb	0.530559616342505	Mutta mitä on pohjimmiltaan helppo elämä?	Mutta mitä se hyvä elämä on?
